Unnamed: 0,Index,Address,Contract,FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_(Mins),Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_rec_2_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_min_val_sent_contract,ERC20_max_val_sent_contract,ERC20_avg_val_sent_contract,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
1220,1,0x1ed746c49a04a47994c616896c47d65b11fda023,0,0,3.15,0,11.28333333,3,2,0,2,3,918.8948827,1082.105117,1000.5,7,1589.337045,666.9993898,7,7,7,5,2000.998169,2001,7,0.001830667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1221,1,0x1edec028e7422cf531a8f342f8f38ed164ae15d6,0,0,25229.55487,25229.59494,2245434.167,90,90,0,2,1,0.2,4.01,1.109292222,0.199349399,4.008315851,1.108156482,0.199349399,4.008315851,1.108156482,180,99.73408337,99.8363,99.73408337,0.102216633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1222,1,0x1ee03f8e7406d77b314d200e300cee5703911f74,0,0,1528.416667,18.66666667,3075.3,3,3,0,3,2,0.01,5,3.332666667,0.001,9.986118,3.332225667,0,0,0,6,9.996677,9.998,0,0.001323,1,0.99993431,0,0,0,1,0,1,0,0,0,0,0.99993431,0.99993431,0.99993431,0,0,0,0,0,0,0,1,,Aragon
1223,1,0x1ee4e77f2fea8cf073b308774e230e5aec9c2003,0,0,2614.991864,1386.037469,332106.65,128,134,0,3,1,0.00716156,0.10477089,0.051922919,0.00674018,0.369450252,0.053838783,0.00674018,0.104328441,0.051353653,262,6.891364181,6.957671134,6.52191393,0.066306953,4,875.9231612,0,0,0,4,0,4,0,31621.08333,20151.875,39608.525,0.012259568,777,218.9807903,0,0,0,0,0,0,0,4,,INS Promo
1224,1,0x1ee70aa838d7df040fdd0961960689cc0bf9b40f,0,0,0,0,428,1,1,0,1,1,10,10,10,9.99938,9.99938,9.99938,0,0,0,2,9.99938,10,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1225,1,0x1ef112e45ba9619c66cce1b9802f0da4e1bb3634,1,0,0,11275.42054,2313738.417,0,203,1,7,0,0,1.215655365,0.797971699,0,0,0,0,0,0,204,0,161.9882548,0,161.9882548,4,794.3589779,0,0,0,4,0,4,0,36331.82778,22179.85833,36331.82778,1.075847791,777,198.5897445,0,0,0,0,0,0,0,4,,INS Promo
1226,1,0x1f0116cf355bb10ee3a7bfbed55dcf47103c9fc0,0,0,68009.65,0,103226.6667,2,1,0,1,2,0.25207966,0.25207966,0.25207966,0.015,0.235535195,0.125267597,0,0,0,3,0.250535195,0.25207966,0,0.001544465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1227,1,0x1f0debd28e67b42b4a23562a912a1b1c6c364475,0,0,11839.31905,22099.93,331505.3,29,16,0,3,29,250,2100,758.1618625,0.00063638,2099.99958,418.2956679,280.588,280.588,280.588,45,12130.57437,12130.5898,280.588,0.015430174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1228,1,0x1f12236484a83f2dd2d20afb76a6cad7edfeada9,0,0,26833.99578,104934.4606,4348342.483,163,42,0,21,48,0,30.0599,7.70119415,0,150.0014,2.079575731,0,6.7319,0.228275926,205,338.9708441,323.4501543,30.58897414,-15.52068985,162,40839022187,40838976521,40837895569,42,61,22,60,61152.56596,48604.6839,48993.86155,26968.00414,1.00E-07,36714402674,453766913.2,0,36714402674,567208007.2,2.068837441,36714402674,1633515823,16,60,Luna Inu,Luna Inu
1229,1,0x1f1474f7cc8ceed9e5963106f6ef2ae0dc0ca699,1,0,0,1694.151587,88346.85,0,43,1,4,0,0,0.515242635,0.288266172,0,0,0,0,0,0,44,0,12.39544538,0,12.39544538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1230,1,0x1f14d2db4f8eb59162bf0b8788c3bb55b354f826,0,0,3581.324605,1100.948072,4075560,1139,1142,0,5,3,0.200039836,27.61193216,0.434741421,0.004688748,27.60982949,0.434824285,0.18885841,27.60982949,0.426791856,2281,495.2648608,496.4747023,485.2623399,1.209841517,2,1000100,0,0,0,2,0,2,0,20998.43333,0,0,100,1000000,500050,0,0,0,0,0,0,0,2,,www.pnztrust.com
1231,1,0x1f1d4264bba27451cd062f4a93fe51b8545f24d0,0,0,535703.0917,30638.24583,2143076.883,5,5,0,1,2,0.003,0.003,0.003,0,0.010816094,0.002163219,0,0,0,10,0.010816094,0.015,0,0.004183906,16,201464.26,113620,0,2,3,1,1,40763.66111,51982.70152,53051.49333,0,80.92,187240,16788.68833,1,53619,28405,0,0,0,1,1,bitqy,bitqy
1232,1,0x1f201df89bb987c997ee44a3a861620ee6ac224b,1,0,0,14778.0303,164027.3833,0,12,1,6,0,0,137,23.08699191,0,0,0,0,0,0,13,0,277.0439029,0,277.0439029,1,2.460330131,0,0,0,1,0,1,0,0,0,0,2.460330131,2.460330131,2.460330131,0,0,0,0,0,0,0,1,,OMG Network
1233,1,0x1f239d7e9670515e11e074bc5c90b5350979736a,1,0,0,1653.569401,226784.5833,0,129,1,3,0,0,0.573610549,0.244917201,0,0,0,0,0,0,130,0,31.59431894,0,31.59431894,2,0.601341696,0,0,0,2,0,2,0,60646.5,0,60646.5,0.221651059,0.379690637,0.300670848,0,0,0,0,0,0,0,2,,OMG Network
1234,1,0x1f2d81b03aab6466081fa8361a72add222f5db00,1,0,0,3318.014312,319340.05,0,93,1,4,0,0,1.006042561,0.787823694,0,0,0,0,0,0,94,0,73.26760354,0,73.26760354,4,796.3671844,0,0,0,4,0,4,0,34430.02222,20935.04167,34430.02222,0.317782877,777,199.0917961,0,0,0,0,0,0,0,4,,INS Promo
1235,1,0x1f413e1e1aa80e17090a9ef25be2f0f659d6ba55,0,0,203622.59,87710.23646,2806727.567,11,33,0,3,6,0.003461703,4.379,0.275798573,0.088451256,4,0.826006578,4,4,4,44,9.086072357,9.101352908,4,0.015280551,19,24546.34604,0,0,0,14,0,18,0,47828.21019,49281.97745,131023.4861,0.095406748,16888,1291.91295,0,0,0,0,0,0,0,18,,Azbit
1236,1,0x1f45f6c3baedadf275709280858d2ecfff491c3b,0,0,71858.57197,63335.99565,1586457.15,23,24,0,2,3,0.19830454,2.77,1.065032738,0.009,2.76,1.110566016,0,0,0,47,25.54301837,25.5607857,0,0.01776733,3,889685.5824,0,0,0,3,0,3,0,557361.1333,1106057.983,1114722.267,20.582386,888888,296561.8608,0,0,0,0,0,0,0,3,,KickToken
1237,1,0x1f4639c4cb1c8e7f1902a7388c62a34c70be3d1d,0,0,448.5393464,490.8291841,1171136.883,2612,2387,0,5,3,0.037482607,47.09,0.20667914,5.42E-05,47.08820939,0.369350916,0.005450007,47.08820939,0.464242094,4999,964.7445935,493.343108,877.8818003,-471.4014855,2,0.01,100,0,1,1,1,1,0,0,0,0,0.01,0.01,0.01,100,100,100,0,0,0,1,1,blockwell.ai KYC Casper Token,WisePlat Token
1238,1,0x1f490954ba02a9ab82395e9c5538a9e72e36a475,0,0,57627.24167,13315.51333,118002.9333,3,6,0,6,3,0.06299834,0.18905974,0.093505307,0.04,0.43,0.180333333,0.04,0.071,0.0555,9,0.541,0.56103184,0.111,0.02003184,1,0.033682202,0,0,0,1,0,1,0,0,0,0,0.033682202,0.033682202,0.033682202,0,0,0,0,0,0,0,1,,OMG Network
1239,1,0x1f56f9c7e734c008ce3e4a68e3424ad15de86f7c,0,0,0,0,29.83333333,1,1,0,1,1,0.43291917,0.43291917,0.43291917,0.43241517,0.43241517,0.43241517,0,0,0,2,0.43241517,0.43291917,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1240,1,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1,0,0,2.066713343,20665.23333,0,9999,1,3786,0,0,4,0.003474924,0,0,0,0,0,0,10000,0,34.74576727,0,34.74576727,10000,0,21695200.79,12239228.34,4379,0,1,0,0.276559323,0,0,0.276559323,0,0,0,0,1999999,2169.520079,0,1999999,1966.772993,1,0,Bancor,
1241,1,0x1f5b9aa6894199f7c575a0efcf61ca4b4b5a72aa,0,0,256614.3167,256565.5333,256618.7667,2,2,0,2,1,0.01908697,0.30042993,0.15975845,0.018135624,0.299789819,0.158962722,0,0,0,4,0.317925443,0.3195169,0,0.001591457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1242,1,0x1f5cf30c476b7bec868782758f1c79fdf3418c31,0,0,894366.1375,37483.81667,3577510.583,5,4,0,2,2,0.1,21.098992,9.645226022,0.005582187,21.09836687,7.715099899,0.0964758,21.09836687,9.642479328,9,38.5754995,38.58090409,38.56991731,0.005404591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1243,1,0x1f60ddd6d281a3bc2727043a34dc2444a955584d,1,0,0,2218.601099,229018.6,0,92,1,4,0,0,3,0.942264933,0,0,0,0,0,0,93,0,86.68837385,0,86.68837385,3,4.325148387,0,0,0,3,0,3,0,249458.3833,436073.1,249458.3833,0.741622128,2,1.441716129,0,0,0,0,0,0,0,3,,BOX Token
1244,1,0x1f615f28065a8d5b4fc9f8bb7e6de453ebdbacc7,0,0,36253.2,200153.125,401022.4333,12,3,0,3,10,0.02452837,1,0.488176123,0.005,0.43850037,0.118780448,0,0,0,15,1.42536537,1.46452837,0,0.039163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1245,1,0x1f71c37367860ce5fe850ccf0480789b3e212c36,1,0,0,43416.4625,226782.1833,0,5,1,4,0,0,8.52131752,2.964019382,0,0,0,0,0,0,6,0,14.82009691,0,14.82009691,2,0.23542833,0,0,0,2,0,2,0,58505.76667,0,58505.76667,0.097876771,0.137551558,0.117714165,0,0,0,0,0,0,0,2,,Streamr (old)
1246,1,0x1f79808ec8f22b7b33913dc903933c27322c7a48,1,0,0,3886.156818,226775.5,0,45,1,3,0,0,1.128951201,0.913705731,0,0,0,0,0,0,46,0,41.11675788,0,41.11675788,2,1.147086676,0,0,0,2,0,2,0,61534.7,0,61534.7,0.317659654,0.829427021,0.573543338,0,0,0,0,0,0,0,2,,OMG Network
1247,1,0x1f7a40a8a7785ff0870ac1ad8598c9b992d0eeec,0,0,322.4833333,0,327.25,2,1,0,1,2,101,101,101,1,99.99901578,50.49950789,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1248,1,0x1f83b8bacffa84d8c824ef2455ffed2fabaff025,0,0,31.35833333,0,76.33333333,3,2,0,2,3,21.03061098,79.96938902,50.5,0.48,88.95159523,33.666159,0,0,0,5,100.998477,101,0,0.001523001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1249,1,0x1f880dd191036c3357a230f496e3db56038ca61a,0,0,19.14166667,0,66.61666667,3,1,0,1,3,101,101,101,8.5,55.93643556,33.66614867,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1250,1,0x1f89229190dd5db10df0d97640db0504942a244c,0,0,315.8833333,0.6,320.6666667,2,2,0,2,2,50.38286714,50.61713286,50.5,1.80760626,99.19140952,50.49950789,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1251,1,0x1f8cd5f7793eb15824e3ab57ba47dbe63f4f6489,0,0,0,31.9,31.9,0,2,0,2,0,0.02,0.11509747,0.067548735,0,0,0,0,0,0,2,0,0.13509747,0,0.13509747,5,818.6346472,0,0,0,5,0,5,0,131802.7833,155715.4556,175737.0444,0.010176392,777,163.7269294,0,0,0,0,0,0,0,5,,INS Promo
1252,1,0x1f95c97de1bfba77a5279699131d1d9a8ffaa89e,0,0,11.45833333,0,55.23333333,3,1,0,1,3,101,101,101,1.75040634,91.600806,33.66614867,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1253,1,0x1fa74910d11cbb392ee5390cb691e91d738d808b,1,0,0,12614.71979,226751.7167,0,17,1,4,0,0,105.9644488,16.1468617,0,0,0,0,0,0,18,0,274.4966488,0,274.4966488,2,0.689595617,0,0,0,2,0,2,0,60229.5,0,60229.5,0.286691889,0.402903728,0.344797808,0,0,0,0,0,0,0,2,,Streamr (old)
1254,1,0x1fbe61a1601f5eb41a9e695ca5dfd346d142e17f,0,0,25711.7225,15313.61818,516958.0667,21,34,0,1,5,0.01842723,21.4501793,2.381236347,0.01800723,21.4497593,3.854928096,0,0,0,55,80.95349002,80.9620358,0,0.008545784,1,0.061178732,0,0,0,1,0,1,0,0,0,0,0.061178732,0.061178732,0.061178732,0,0,0,0,0,0,0,1,,OMG Network
1255,1,0x1fbf520b5784bb71210452139e4fe60b3c8a13c7,0,0,53027.52541,5702.013949,4348262.883,83,93,0,5,2,0.49465068,30.99042,1.711727133,0.001014577,71.60600905,1.917250687,0.49916037,71.60600905,1.94061942,176,159.131807,159.1906234,159.1307924,0.058816351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1256,1,0x1fc03b45782e79cfb3e2053c3739f3389291c429,0,0,41551.05278,74061,313722.65,7,5,0,3,7,0.01,0.22246404,0.095539448,0,0.16821016,0.067705607,0,0,0,12,0.473939248,0.47769724,0,0.003757992,5,32180.97685,184.9768463,153.8052151,2,3,2,3,13181.76667,196643.1,389391.7667,0,31.17163125,31996,10726.99228,31.17163125,153.8052151,92.48842315,153.8052151,153.8052151,153.8052151,2,3,QRL,Cadastral
1257,1,0x1fcf54358bd20ec08d477887e895ec946b53f3fe,1,0,0,20941.11875,187305.6167,0,9,1,3,0,0,22.948,7.230411111,0,0,0,0,0,0,10,0,65.0737,0,65.0737,1,0.075326298,0,0,0,1,0,1,0,0,0,0,0.075326298,0.075326298,0.075326298,0,0,0,0,0,0,0,1,,OMG Network
1258,1,0x1fd1270be4f184439b138dd2c1aebad81c27aaa6,1,0,0,57219,60484.9,0,2,1,2,0,0,18,9,0,0,0,0,0,0,3,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1259,1,0x1fd6267f0d86f62d88172b998390afee2a1f54b6,0,0,30.22801629,1374.662326,295728.45,9784,216,0,5,4918,1,2000,489.4853567,0.09,499.99,10.70261211,0.09,499.99,10.70261211,10000,104714.3569,105728.837,104714.3569,1014.480173,255,1742044845,50200,100,3,134,2,162,602184.475,13567.75412,13615.27333,30137.22375,2.70E-17,1553029125,6912876.37,100,50000,16733.33333,100,100,100,2,158,Tether USD,https://findtherabbit.me
1260,1,0x1fdab931f1480fa32daad51057ff635397fdd96e,0,0,0,0,88.03333333,1,1,0,1,1,0.045,0.045,0.045,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,2,0.0428,0.045,0.0428,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1261,1,0x1fdb01397f6d83940753123e3042656d19f1c3e1,0,0,3064.548649,2999.827928,113391.1333,38,38,0,1,3,0.058764349,0.180031394,0.150102864,0.05834435,0.17961139,0.149682311,0,0,0,76,5.687927823,5.703908826,0,0.015981003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1262,1,0x1fde392add9b577e0183438e1631b34259da256f,0,0,0,0,419.9166667,1,1,0,1,1,1.626,1.626,1.626,1.62538,1.62538,1.62538,0,0,0,2,1.62538,1.626,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1263,1,0x1fde78c6824c381084f0f87904f3d568666a7d08,0,0,6323.558333,6323.5,25295.01667,5,5,0,2,2,0.033105152,0.563020862,0.332477642,0.032265152,0.562180862,0.331637642,0.200715447,0.562180862,0.406480764,10,1.658188208,1.662388208,1.625923056,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1264,1,0x1fe131e7f4eb2a9868f6e5b9d5555d8d394061f7,0,0,100145.5167,158854.5167,200309.1,3,2,0,2,3,4.42477876,5.11095397,4.767866365,0.0001,5.092573298,3.170484019,0.0001,5.092573298,3.170484019,5,9.511452058,9.53573273,9.511452058,0.024280672,3,10002.0346,0,0,0,3,0,3,0,380074.2583,601302.6333,601302.6333,10,8973.519943,3334.011534,0,0,0,0,0,0,0,3,,Patientory
1265,1,0x1fe15a8e1ff55e4e3c2633e515bcd140272bdf33,0,0,14488.88333,14495.06667,14495.46667,2,2,0,2,1,1,25,13,0.99924421,24.99926664,12.99925543,0.99924421,24.99926664,12.99925543,4,25.99851085,26,25.99851085,0.001489147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1266,1,0x1fe66b2d80341f918890b439de143f90ba7f4891,0,0,1.366666667,0,18.46666667,3,2,0,2,3,784.1767297,1216.82327,1000.5,0.70926957,1481.142992,666.9995284,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1267,1,0x1fece4f951a2d349017d1526a6c70bec1e03232f,0,0,311.2166667,0,314.1833333,2,1,0,1,2,101,101,101,1,99.99901578,50.49950789,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1268,1,0x1fee11938092253030efed7cc63d83cf61ed1180,0,0,579.7361538,577.5321173,942091.4833,1626,1632,0,2,1,0.200007237,2.02,0.288045481,0.189211921,4.005,0.289316642,0.189211921,4.005,0.289316642,3258,470.4288603,470.0902248,470.4288603,-0.338635486,3,1.016790567,100,0,1,2,1,2,0,136395.5,0,136395.5,0.016790567,1,0.508395283,100,100,100,0,0,0,1,2,blockwell.ai KYC Casper Token,Frikandel
1269,1,0x1ff7339dbfeec2b06431bd38c107c81c7f82b089,0,0,33.78333333,0.416666667,79.38333333,3,2,0,2,3,48.24902341,52.75097659,50.5,0.0159524,56.17484684,33.66616267,0,0,0,5,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1270,1,0x1ff927163b06b059c1cb4a2e976b4b1167ca1251,0,0,19.1,0,66.16666667,3,1,0,1,3,101,101,101,3,63.63568793,33.66614867,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1271,1,0x20021ed90ca3245c80107281420c9d490c9886f0,0,0,3.683333333,31476.13333,56770.51667,2,2,0,2,1,0.09058616,11.23252499,5.661555575,1.32267,9.999559,5.6611145,0,0,0,4,11.322229,11.32311115,0,0.00088215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1272,1,0x201cbda47db4b58fc9edc48ce977c35602d381a0,0,0,5236.058333,2312.066667,11181.83333,3,2,0,1,2,0.02088229,0.06897232,0.044927305,0.000132452,0.054,0.029454601,0,0,0,5,0.088363802,0.08985461,0,0.001490808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1273,1,0x201de33c268fa7f1882181fb70d683a79c5464f7,0,0,502509.8463,16647.18421,4522598.3,10,20,0,2,2,0.33,14,4.973532863,0.000703355,27.99879209,9.946487066,1.5598883,27.99879209,11.05157414,30,99.46487066,99.47065726,99.4641673,0.005786606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1274,1,0x2020f0c4b8c18f9d32cc58681d121678560e1ea4,0,0,15.03333333,0,64.95,3,1,0,1,3,101,101,101,1,91.18739564,33.66614867,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1275,1,0x2021914cf1a54a6d65ebb93c811f00f1cc97ecc2,0,0,25.14166667,0,70.96666667,3,1,0,1,3,101,101,101,0.09895,53.80510321,33.66614867,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1276,1,0x20266d07d4fdd7871880fbb3bb92b34b5ec6f04f,1,0,0,2239.136076,358975.5167,0,159,1,5,0,0,1.026392407,0.889895281,0,0,0,0,0,0,160,0,141.4933497,0,141.4933497,2,0.256569889,0,0,0,2,0,2,0,59342.9,0,59342.9,0.105880724,0.150689165,0.128284945,0,0,0,0,0,0,0,2,,OMG Network
1277,1,0x20294888ebd8e4e9b9e51d4d109b6a706a9a352b,1,0,0,13670.74744,226787.75,0,14,1,6,0,0,4.9994343,2.741196641,0,0,0,0,0,0,15,0,38.37675297,0,38.37675297,2,1.646618013,0,0,0,2,0,2,0,61338.71667,0,61338.71667,0.726580322,0.920037691,0.823309007,0,0,0,0,0,0,0,2,,Streamr (old)
1278,1,0x202c7ef0e5361770ae9c823feea864b8fd695da3,0,0,2.541666667,0.1,10.25,3,2,0,2,3,268.5358689,1732.464131,1000.5,0.11,1475.227077,666.9995284,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1279,1,0x203496880482cad690a5bbdbf49843b0538bb0ce,0,0,11801.47581,80353.41111,1700043.217,145,22,0,4,12,0.005,0.1175544,0.020442306,0,0.12650885,0.003787612,0,0.06,0.002937063,167,0.549203691,0.449730742,0.42,-0.09947295,136,34097.65412,85060.90212,3087.654123,4,5,6,5,10994.62064,357225.3083,432814.9889,333132.625,0,32000,6819.530825,1.288,80081.35,649.3198635,300,1787.654123,1029.218041,6,4,Penis,Minereum
1280,1,0x2037aa91250d9c1ba88f3a0029cef6b1d203df1e,0,0,12192.51667,6371.939074,573541.0833,48,91,0,8,1,0.005764,11.69454296,0.96422316,0.02931372,11.69422796,1.827619112,0,0,0,139,87.72571736,87.74430758,0,0.018590222,1,0.030146662,0,0,0,1,0,1,0,0,0,0,0.030146662,0.030146662,0.030146662,0,0,0,0,0,0,0,1,,OMG Network
1281,1,0x203d37cb402e22ace2fa2a9bd077da78d78ac6bf,0,0,0,0.283333333,3520.166667,1,3,0,1,1,1.495,3.995,2.495,7.484559,7.484559,7.484559,0,0,0,4,7.484559,7.485,0,0.000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1282,1,0x20425bf68096f70f578b93e41e7bd12b427ee92e,0,0,3432.208333,6239.233333,24965.25,5,5,0,5,5,2.18044343,18.99952837,9.672877018,0.2,29.25974449,9.671948898,0,0,0,10,48.35974449,48.36438509,0,0.0046406,1,600,0,0,0,1,0,1,0,0,0,0,600,600,600,0,0,0,0,0,0,0,1,,AICRYPTO
1283,1,0x2044a4e21c7cdf3bdee630c206e347d6f0af037b,0,0,4494.283333,4494.8,4498.283333,2,2,0,1,1,0.100321933,0.52761382,0.313967876,0.099293304,0.52667366,0.312983482,0.099293304,0.52667366,0.312983482,4,0.625966964,0.627935753,0.625966964,0.001968789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1284,1,0x2049c47612ad8145862d913d5b94e5ea26eb8a10,0,0,312.1166667,0,315.0833333,2,1,0,1,2,101,101,101,2.8,98.19901578,50.49950789,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1285,1,0x20551a01ea7c640c8859a3103c42dd7f4805d611,0,0,0,0,1.516666667,1,1,0,1,1,1.764626933,1.764626933,1.764626933,1.764048688,1.764048688,1.764048688,0,0,0,2,1.764048688,1.764626933,0,0.000578246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1286,1,0x205cb98c7eecc97849fa8fb537e3086e35a1345d,0,0,347789.1125,2826.759703,4174538.417,13,147,0,8,7,0.002,70.68670857,13.91921399,0,807.3406481,157.3936367,0,0,0,160,2046.117277,2046.124457,0,0.007180472,3,46.29571672,29.99325373,29.99325373,1,2,1,2,0,65921.06667,0,135644.0917,16.30246299,29.99325373,23.14785836,29.99325373,29.99325373,29.99325373,29.99325373,29.99325373,29.99325373,1,2,OMG Network,OMG Network
1287,1,0x205dfedbc9c370b281301e272e922c2c059db9d1,0,0,2.183333333,2.983333333,7.35,3,2,0,2,3,435.9908221,1565.009178,1000.5,0.12539867,1439.405699,666.9995284,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1288,1,0x2069a1c188909f844d685fad86e5466fac74f81b,0,0,45.975,0,100.1666667,3,1,0,1,3,101,101,101,1,95.14805424,33.66601457,1,1,1,4,100.9980437,101,1,0.001956288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1289,1,0x206d226f226f62994dbc70cc6da1a02f2825466e,0,0,14639.50013,61718.7227,3689438.117,253,59,0,24,99,0,34.94236187,3.841500355,0,45,0.94757135,0,21,0.451709303,312,239.7355516,226.648521,103.4414303,-13.08703062,262,6.18E+13,6.18E+13,6.18E+13,51,85,42,83,36470.06632,23970.07652,24117.13221,24275.19741,0,6.18E+13,3.75E+11,6.52E-05,6.18E+13,6.37E+11,6.52E-05,6.18E+13,9.97E+11,39,80,Tetranode's Flavor of the Month Tribe,Tetranode's Flavor of the Month Tribe
1290,1,0x206e75e5521b59192ade47f435da6a09e7a4684b,1,0,0,1973.53125,319334.1333,0,153,1,3,0,0,1.888231233,0.700242244,0,0,0,0,0,0,154,0,107.1370634,0,107.1370634,4,792.4438813,0,0,0,4,0,4,0,34506.43333,20777.34167,34506.43333,0.108817639,777,198.1109703,0,0,0,0,0,0,0,4,,INS Promo
1291,1,0x207d0909f5f260e2519c93e72ea7a9e3bd733bcf,0,0,33.78333333,0.983333333,79.38333333,3,2,0,2,3,13.28702883,87.71297117,50.5,0.01,56.45359452,33.66616267,0,0,0,5,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
